order,indices,coefficient
1,504,4.787650231768086E-5
1,235,4.776689986243039E-5
1,735,4.7187592505959796E-5
1,999,4.7181160848723224E-5
1,144,-4.69414821451928E-5
1,129,-4.684343225829779E-5
1,723,4.6658804097877265E-5
1,299,-4.6089685216183014E-5
1,437,4.565756139073424E-5
1,857,-4.558297546738614E-5
1,316,4.547951386595512E-5
1,532,-4.543979076113597E-5
1,568,-4.5383154229023205E-5
1,542,-4.537961634189928E-5
1,65,4.530640692770494E-5
1,778,-4.5244202817919E-5
1,749,-4.51597645593689E-5
1,172,-4.499597588544356E-5
1,296,4.498303756699038E-5
1,944,-4.485097768050639E-5
1,829,4.4828148770975463E-5
1,600,-4.4737177321073313E-5
1,448,-4.429173796534169E-5
1,220,4.411306052222817E-5
1,725,4.4105555559719416E-5
1,444,-4.373765946991266E-5
1,596,-4.3507822073374524E-5
1,427,4.3412033225033494E-5
1,592,-4.3326278357841224E-5
1,204,4.323501519415185E-5
1,575,4.287742493048816E-5
1,97,-4.274085610917487E-5
1,685,4.2638617637294235E-5
1,71,-4.2135983089360524E-5
1,805,4.176757617400401E-5
1,342,-4.125996929037657E-5
1,868,4.12463144054241E-5
1,758,-4.123644377749315E-5
1,995,-4.117652043348916E-5
1,464,4.112450977030438E-5
1,664,-4.1120635834394555E-5
1,915,-4.101650010484952E-5
1,343,-4.056159765403569E-5
1,987,4.0438265289159463E-5
1,345,4.02348918901749E-5
1,28,4.023399365263301E-5
1,221,-4.0142319575525036E-5
1,867,3.9933658758935014E-5
1,965,-3.9467359298524886E-5
1,56,-3.945399193908808E-5
1,36,3.935968349295471E-5
1,869,3.934987032452069E-5
1,953,3.9211372796583474E-5
1,228,-3.9188500893377236E-5
1,714,-3.906730958048496E-5
1,951,-3.8574431003400294E-5
1,421,3.8572214715745146E-5
1,719,3.74191773421407E-5
1,329,-3.7178692846108965E-5
1,706,-3.7110961782809795E-5
1,44,-3.689371385773104E-5
1,731,-3.685660760178984E-5
1,476,3.680160973760214E-5
1,110,3.666436551560361E-5
1,0,-3.656419264560391E-5
1,770,-3.653813346884517E-5
1,459,-3.6495521474967234E-5
1,245,3.623059846850929E-5
1,623,-3.6216535743823755E-5
1,886,-3.605565087134304E-5
1,128,3.582446024418578E-5
1,828,-3.5797660702017236E-5
1,320,-3.578945943284206E-5
1,272,-3.566088355490253E-5
1,20,3.527391930341734E-5
1,523,-3.485064568223276E-5
1,519,-3.476504672432189E-5
1,279,3.466871720498078E-5
1,181,-3.4642546232699214E-5
1,890,-3.3938188511037597E-5
1,675,-3.374522547321001E-5
1,960,-3.3728278220522216E-5
1,982,-3.368312790842395E-5
1,508,3.347529503082034E-5
1,849,-3.3135171483794836E-5
1,135,-3.274254629469398E-5
1,994,-3.259996096820596E-5
1,617,-3.2462199632028676E-5
1,81,-3.243402697211144E-5
1,679,-3.235556345376358E-5
1,757,3.184818740658961E-5
1,641,3.174304601508643E-5
1,175,-3.154838092161576E-5
1,436,-3.139899048583638E-5
1,293,3.139678238368752E-5
1,68,-3.1379170747104964E-5
1,16,-3.131747786125023E-5
1,227,3.1242925777197256E-5
1,264,3.104560650070295E-5
1,188,3.071349363396147E-5
1,914,-3.068770397628119E-5
1,477,-3.0451898298977514E-5
1,712,3.041486717876375E-5
1,517,-3.0201056764475188E-5
1,717,2.9839113644907544E-5
1,455,2.8610811988048982E-5
1,979,-2.8350295116729917E-5
1,39,2.8056254349762085E-5
1,975,-2.805268079874179E-5
1,143,-2.785934995217844E-5
1,544,-2.7600624976878582E-5
1,615,-2.740503537467512E-5
1,29,2.736448215931757E-5
1,208,2.7167040296029428E-5
1,465,2.6828206139714498E-5
1,63,-2.6797753833040547E-5
1,385,2.6700572345090567E-5
1,408,-2.6673709309009725E-5
1,355,-2.6519824060306905E-5
1,815,2.6403820969095922E-5
1,756,-2.6351396501359566E-5
1,251,-2.6144116761469287E-5
1,113,-2.59255281210279E-5
1,557,-2.585832508644878E-5
1,224,-2.5788811142463592E-5
1,674,2.5492341693431022E-5
1,270,2.546030834684982E-5
1,482,2.5411495183778027E-5
1,488,-2.5357351297797043E-5
1,469,2.534437857436783E-5
1,512,-2.5252583886001047E-5
1,212,-2.5213639290999736E-5
1,745,-2.4760277329046968E-5
1,649,2.475237644587529E-5
1,260,2.4704936832701746E-5
1,322,2.47019460768233E-5
1,80,-2.4515864480025177E-5
1,700,-2.4203181647027872E-5
1,287,2.412468255303145E-5
1,648,2.409476985211175E-5
1,663,-2.405027941086619E-5
1,138,2.384456506831268E-5
1,899,2.3810285498360563E-5
1,528,-2.378855007466041E-5
1,689,-2.3736768109744447E-5
1,945,-2.3604223595118304E-5
1,803,-2.3516950617738613E-5
1,53,-2.3246723920804748E-5
1,247,2.3223883453691565E-5
1,764,-2.315847229287468E-5
1,997,-2.2937385562575354E-5
1,314,2.289911949894035E-5
1,471,2.2748710386251993E-5
1,660,-2.2473367255770635E-5
1,107,-2.2242448098135886E-5
1,103,2.221039675221193E-5
1,118,-2.2199061931670426E-5
1,895,2.2072160305874388E-5
1,47,2.1774273233478623E-5
1,582,2.1708028782898292E-5
1,563,2.1692010001153187E-5
1,933,2.1537530093122115E-5
1,804,-2.144689809875898E-5
1,257,-2.1419356842230453E-5
1,54,2.1415214908001203E-5
1,41,2.133937131483272E-5
1,2,-2.10784222310241E-5
1,30,2.10411464375512E-5
1,346,-2.0847760282498086E-5
1,736,2.074876653770656E-5
1,95,2.0382729820002665E-5
1,432,-2.0355202094047732E-5
1,183,-2.0150492132102182E-5
1,286,-2.0066896301666297E-5
1,98,1.9587065323046875E-5
1,377,-1.9553326129289214E-5
1,893,-1.8805371825046552E-5
